GIỐNG - LOẠI,GIỐNG - NHU CẦU,GIỐNG - TỈNH THÀNH,QUẬN HUYỆN,GIÁ - TRIỆU ĐỒNG,DIỆN TÍCH - M2,HƯỚNG,SỐ TẦNG,SỐ PHÒNG,SỐ TOILETS,GIẤY TỜ PHÁP LÝ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,3000,70,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1850,47,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1290,40,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3150,90.5,Tây Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1800,51,Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,1450,46,Đông,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1300,54,,,1,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,9800,72,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1900,52,,,1,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1170,47,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1700,73,Đông,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1255,59,Đông Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2450,54,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,3100,60,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,2550,62,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,7600,116,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,2350,57.3,Đông Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,3200,87,,,2,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3300,80,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,5900,182,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,10100,145,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1421,66,Đông Nam,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2200,109,Đông,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2700,75,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2660,72,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4300,70,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,3500,105,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3900,114,Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,1850,64,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2750,79,,,3,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8600,96,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2400,50,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1680,65,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3500,66,Đông Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2100,45,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2290,60,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1350,50,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2600,75,Đông Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1120,36,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1470,50,Tây Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1230,31,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5300,99,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3100,62,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2200,31.7,Đông Nam,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2900,75,Đông,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2624,75,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,950,40,Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2780,65,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,5700,74,,,2,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1240,33,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3200,73,Tây,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,1500,68,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,6400,164,,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,850,30,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2470,66,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2300,83,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,1100,75,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2850,65,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2080,99.34,Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2200,66,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,950,44,Đông,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1750,58,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,1950,55,,,1,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1800,37,Bắc,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2200,84,Đông,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2250,68.66,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3300,81,Tây Nam,,3,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,960,40,,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1470,50,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1170,37,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,1000,,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1786,46,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2450,53,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2100,62,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4600,106,Đông,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3800,80,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1440,60,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3200,56,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,1400,67,Tây,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5140,96,Nam,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,2700,60,Đông Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,185,71,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4100,99,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1950,70,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3500,120,,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2500,87,Đông,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,1600,40,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1700,69,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1550,32,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1680,51,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,2650,75,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2050,54,,,2,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,760,17.5,Đông,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,1520,90,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Hóc Môn,7500,165,,,,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,1690,63,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3500,70,Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1869,71,Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,1670,63,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,1900,38,Đông Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,12900,68.2,Đông,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1680,61.75,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2500,77,Tây,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2800,75,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,600,41,Đông,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,1420,40,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7958,56.9,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2000,73,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1750,57,,,2,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,1230,25,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3600,71,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,900,40,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,3950,90,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2920,75,Tây Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2470,68,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3500,68,Tây Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,2000,52,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2200,80,Đông,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4800,55,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1600,51,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1820,69,Đông Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2040,54,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2180,75,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1760,85,,,2,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,950,40,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,950,40,Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4150,70,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2150,53,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1520,60,Tây,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1980,78,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4400,106,Đông,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2700,80,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,2986,56,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,3399,75,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,1790,58,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1390,61,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1950,101,Bắc,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,3290,74,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1330,53,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3450,85,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 4,3800,53,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,3500,50,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1550,53,Tây,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2300,55,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,756,46,Tây,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 5,1600,42,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4250,69,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1950,72,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3050,100,Đông Bắc,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2200,87,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,950,45,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2850,65,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3500,91,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2150,73,Đông,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,2500,68,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,1500,67,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2280,57.1,Đông Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,3200,78,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1996,59,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3500,80,Đông Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1840,54,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2290,62,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2350,73,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,1750,75,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,9500,108,Tây,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3550,84,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3350,80,Đông Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,2100,100,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2100,65,Tây Nam,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,1999,50,Tây Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,950,35,Bắc,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5400,98,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,450,66,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1550,60,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3690,76,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,950,46,,,1,1,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,1800,33,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1970,70,Đông Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4150,65,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2250,53,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2300,60,Đông Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,2950,71,Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3100,82,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,1850,52,Đông,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1530,75,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1200,38,Đông,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3690,76,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,3150,72,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2850,65,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3300,57,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,1200,66,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1080,37,Tây Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,8500,166,,,3,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,2200,100,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,5500,73,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1185,56,Đông Nam,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2600,70,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2150,63,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2500,78.88,Tây Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2500,68,Đông Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2090,54,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4200,85.21,,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,4700,315,,,5,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,5600,401,,,5,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1880,53,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1420,55,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,7945,109,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4900,105,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,1691,76,,,3,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,7777.777,96,Tây,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1600,58,,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5029,107,Đông Nam,,3,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2500,53,Tây Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2140,52,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3590,91,Tây Bắc,,3,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,1622.38,69.4,Đông Bắc,,3,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,1900,65,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3300,63,Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Gò Vấp,3850,75,Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2650,69.73,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2230,56,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2600,69,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Phú Nhuận,6200,103,Đông Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Nhà Bè,2130,100,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4000,69,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1780,59,Đông Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,12000,158,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,2800,69,Tây Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,2100,72,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4430,92.5,Tây Bắc,,2,2,Giấy tờ khác
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,1700,74,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 6,1750,51,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3200,64,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,2900,72,Đông Nam,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 8,2500,68,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 10,7300,108,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,1850,52,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2160,56,,,2,1,
